,inference_results
5333,17.190598
5334,76.2533
5335,72.264145
5336,31.80126
5337,13.883351
5338,64.07345
5339,35.54694
5340,47.91218
5341,83.3117
5342,29.449408
5343,88.421715
5344,24.133224
5345,39.68438
5346,98.83409
5347,48.117245
5348,15.10223
5349,18.508858
5350,14.06041
5351,47.85209
5352,54.38365
5353,40.926495
5354,7.423562
5355,46.166546
5356,61.423157
5357,92.94483
5358,47.38074
5359,0.17144905
5360,48.6467
5361,13.965463
5362,37.40744
5363,40.57255
5364,51.31006
5365,95.91084
5366,6.351359
5367,25.227823
5368,35.515774
5369,27.405018
5370,74.67929
5371,34.37845
5372,24.488989
5373,91.67292
5374,66.63184
5375,79.91408
5376,74.94048
5377,48.38335
5378,78.47887
5379,40.61066
5380,7.2220135
5381,4.1614347
5382,31.65075
5383,15.595122
5384,19.09452
5385,57.24988
5386,56.078533
5387,32.997295
5388,54.01713
5389,24.703571
5390,43.844765
5391,2.3848362
5392,31.473518
5393,96.44975
5394,94.23642
5395,78.0913
5396,64.316795
5397,64.99889
5398,49.777493
5399,73.68508
5400,9.253895
5401,97.82069
5402,58.44345
5403,12.174291
5404,48.4138
5405,98.50361
5406,56.95708
5407,70.33389
5408,3.1858883
5409,69.28283
5410,64.65139
5411,22.1593
5412,67.46545
5413,17.981152
5414,31.552309
5415,80.75258
5416,14.020305
5417,8.715342
5418,41.12116
5419,23.354065
5420,76.648766
5421,29.522186
5422,17.716688
5423,69.94412
5424,2.9794881
5425,17.805943
5426,30.950169
5427,78.110634
5428,37.442696
5429,7.954272
5430,5.2864256
5431,54.970802
5432,58.493046
5433,84.49294
5434,37.95304
5435,33.09154
5436,63.007046
5437,0.042536877
5438,47.86733
5439,76.378265
5440,89.729904
5441,9.145078
5442,48.68886
5443,90.12357
5444,57.83089
5445,98.59859
5446,78.37538
5447,4.555954
5448,16.018034
5449,41.656322
5450,12.195332
5451,42.000053
5452,68.777756
5453,74.55959
5454,23.080135
5455,4.63885
5456,45.808586
5457,38.6816
5458,11.074716
5459,72.68612
5460,73.59035
5461,96.767914
5462,23.672586
5463,42.398952
5464,91.49817
5465,69.46769
5466,39.26687
5467,67.95759
5468,28.763538
5469,29.112103
5470,11.870976
5471,73.81082
5472,23.106285
5473,59.28553
5474,5.362817
5475,33.736366
5476,55.447887
5477,61.10167
5478,33.36727
5479,10.848092
5480,8.848467
5481,21.86443
5482,79.232605
5483,98.438515
5484,96.355415
5485,77.080795
5486,2.1831243
5487,28.982134
5488,92.268616
5489,10.278737
5490,33.44819
5491,62.14779
5492,55.8259
5493,1.66234
5494,71.705605
5495,99.13521
5496,70.33577
5497,53.598637
5498,93.858475
5499,61.028427
5500,63.1426
5501,49.412197
5502,8.031372
5503,27.512354
5504,8.615134
5505,75.54937
5506,50.37554
5507,87.02331
5508,99.5638
5509,32.980476
5510,97.330154
5511,3.710594
5512,77.35016
5513,22.45412
5514,68.72192
5515,43.847664
5516,35.325825
5517,46.82069
5518,97.08797
5519,0.27584118
5520,87.71153
5521,18.243946
5522,47.74504
5523,38.525208
5524,86.795975
5525,55.605762
5526,60.08166
5527,59.832443
5528,76.79561
5529,32.544094
5530,22.81617
5531,88.641205
5532,36.78942
5533,70.70931
5534,73.334045
5535,74.75136
5536,64.390915
5537,4.744049
5538,9.742063
5539,47.94939
5540,29.52308
5541,83.24846
5542,92.80259
5543,70.204636
5544,79.889786
5545,89.33415
5546,4.9674435
5547,27.303795
5548,61.286293
5549,66.79788
5550,3.496847
5551,85.33387
5552,21.124897
5553,16.453419
5554,64.66158
5555,39.279587
5556,16.711527
5557,39.229816
5558,7.5263286
5559,76.54978
5560,40.77799
5561,20.185295
5562,79.16297
5563,2.652786
5564,34.090767
5565,0.45119065
5566,98.50278
5567,84.41427
5568,78.45454
5569,70.79339
5570,47.097466
5571,19.258615
5572,19.584042
5573,88.455124
5574,5.961775
5575,97.05125
5576,70.240585
5577,19.400074
5578,73.181046
5579,99.775734
5580,0.4319492
5581,62.284134
5582,37.31911
5583,87.41103
5584,85.03579
5585,21.073877
5586,17.639372
5587,75.80824
5588,38.817493
5589,85.0278
5590,30.74515
5591,25.966122
5592,26.742443
5593,26.507502
5594,59.785988
5595,89.36246
5596,11.914394
5597,39.261406
5598,0.48729756
5599,61.16338
5600,58.636017
5601,26.406698
5602,4.962405
5603,66.083374
5604,84.91204
5605,41.60844
5606,41.60478
5607,82.045334
5608,59.44087
5609,25.076067
5610,66.17255
5611,94.29608
5612,55.79679
5613,28.308949
5614,90.13567
5615,37.74117
5616,80.781906
5617,89.83152
5618,83.866554
5619,91.84489
5620,61.02354
5621,12.857221
5622,3.2249172
5623,36.53119
5624,96.3791
5625,21.788752
5626,12.838053
5627,32.523476
5628,2.6391976
5629,30.39153
5630,96.06058
5631,33.21727
5632,32.316406
5633,65.315735
5634,95.26273
5635,33.752796
5636,17.0275
5637,45.29143
5638,45.987667
5639,69.31852
5640,93.91455
5641,88.713455
5642,53.015877
5643,30.864641
5644,76.272
5645,16.588406
5646,82.72799
5647,64.03993
5648,30.510145
5649,20.50757
5650,10.476968
5651,12.777523
5652,42.601353
5653,80.89558
5654,26.83056
5655,31.0906
5656,0.3812218
5657,51.109413
5658,43.98479
5659,97.727844
5660,90.708595
5661,91.26681
5662,34.52443
5663,83.381096
5664,73.95607
5665,39.487503
5666,76.461716
5667,81.77014
5668,14.48384
5669,23.430767
5670,50.278564
5671,72.43669
5672,39.057236
5673,14.519707
5674,24.113974
5675,85.38193
5676,30.697304
5677,33.964592
5678,8.017974
5679,76.68324
5680,62.829903
5681,82.79535
5682,73.4982
5683,33.464554
5684,32.79669
5685,54.19377
5686,4.1000137
5687,39.451794
5688,59.444477
5689,47.030407
5690,52.05173
5691,41.258778
5692,83.92811
5693,63.251022
5694,47.82351
5695,84.25219
5696,38.120716
5697,26.940706
5698,77.75852
5699,23.351835
5700,82.89631
5701,89.56937
5702,7.9351177
5703,17.060373
5704,46.510105
5705,52.365314
5706,32.609604
5707,65.505005
5708,48.019665
5709,59.722183
5710,26.191986
5711,8.338901
5712,32.130146
5713,98.286644
5714,91.877045
5715,95.30184
5716,8.397724
5717,24.311554
5718,80.79367
5719,43.697006
5720,84.29248
5721,18.519535
5722,23.618683
5723,96.54141
5724,80.61678
5725,62.94977
5726,87.1394
5727,44.26628
5728,90.94012
5729,25.782545
5730,97.9716
5731,81.76171
5732,80.45164
5733,3.5943477
5734,8.878426
5735,31.413862
5736,54.486217
5737,86.96785
5738,50.347477
5739,70.823326
5740,27.032337
5741,12.287435
5742,45.76276
5743,23.452703
5744,70.22766
5745,70.397804
5746,33.711433
5747,77.62136
5748,3.303551
5749,19.52431
5750,6.7664204
5751,99.31525
5752,8.404456
5753,54.33697
5754,36.493603
5755,43.43088
5756,67.699295
5757,88.69905
5758,11.426898
5759,89.42776
5760,87.667694
5761,71.424126
5762,96.73518
5763,69.05719
5764,86.41114
5765,68.17225
5766,62.547237
5767,60.1794
5768,44.56232
5769,23.515825
5770,78.82174
5771,70.73597
5772,52.69685
5773,77.06275
5774,75.67984
5775,83.24018
5776,47.918983
5777,35.948837
5778,68.08596
5779,61.884823
5780,97.4468
5781,14.545009
5782,13.273335
5783,90.575806
5784,48.008015
5785,64.6868
5786,31.942348
5787,14.807798
5788,42.578266
5789,14.71619
5790,21.701784
5791,67.36639
5792,31.480051
5793,21.533413
5794,68.99031
5795,82.811745
5796,1.6052047
5797,76.47369
5798,63.43268
5799,76.34625
5800,83.73488
5801,16.471533
5802,53.597492
5803,88.39112
5804,37.406307
5805,54.601044
5806,31.651623
5807,9.34564
5808,73.974846
5809,53.538563
5810,29.416706
5811,21.168205
5812,94.40812
5813,55.229504
5814,89.7724
5815,66.5682
5816,17.697184
5817,12.427233
5818,48.383076
5819,21.710772
5820,62.161495
5821,78.21856
5822,71.35579
5823,54.8842
5824,50.751904
5825,41.271732
5826,14.772105
5827,98.57582
5828,12.171063
5829,48.719948
5830,49.2308
5831,7.6974444
5832,75.82489
5833,17.134796
5834,84.34573
5835,22.609291
5836,67.71825
5837,56.59972
5838,26.557413
5839,65.24876
5840,63.604515
5841,4.4057865
5842,97.83208
5843,33.76736
5844,22.675335
5845,77.89815
5846,90.73102
5847,60.526512
5848,21.198858
5849,4.099631
5850,97.97619
5851,47.73957
5852,77.626686
5853,73.41446
5854,17.59513
5855,94.29329
5856,52.647724
5857,69.891335
5858,96.41135
5859,76.47782
5860,97.71961
5861,32.175938
5862,1.1184732
5863,15.178783
5864,3.006835
5865,68.15755
5866,64.932274
5867,80.77564
5868,24.455317
5869,18.990097
5870,28.235233
5871,5.9348946
5872,89.814415
5873,70.46917
5874,68.24444
5875,96.62334
5876,34.97783
5877,52.50598
5878,76.69213
5879,84.78925
5880,5.258001
5881,20.933628
5882,34.528336
5883,96.176956
5884,41.478287
5885,97.11282
5886,26.408255
5887,61.01258
5888,19.737392
5889,22.126604
5890,48.875587
5891,18.595764
5892,41.502487
5893,64.77566
5894,56.85093
5895,35.169304
5896,11.23898
5897,52.61936
5898,85.15677
5899,36.94056
5900,87.1386
5901,15.605909
5902,57.779697
5903,63.54821
5904,36.283558
5905,75.872696
5906,65.54462
5907,39.93008
5908,39.645283
5909,4.871049
5910,55.037285
5911,0.2881422
5912,33.52273
5913,62.145092
5914,10.507806
5915,13.915086
5916,34.45953
5917,12.494803
5918,16.662094
5919,66.55687
5920,69.0813
5921,9.743275
5922,37.939392
5923,35.17588
5924,12.538548
5925,56.775272
5926,29.30677
5927,47.841953
5928,53.960117
5929,72.77146
5930,77.67436
5931,78.72389
5932,90.30675
5933,82.535385
5934,11.652626
5935,41.18687
5936,19.538704
5937,2.6630833
5938,27.40041
5939,83.37611
5940,81.846596
5941,32.995136
5942,82.3262
5943,90.75671
5944,9.094046
5945,10.7160225
5946,20.294937
5947,84.91972
5948,24.849165
5949,45.70886
5950,26.078081
5951,3.192337
5952,92.8422
5953,31.774384
5954,62.8944
5955,19.974575
5956,55.248158
5957,61.631603
5958,85.70231
5959,70.51211
5960,74.23822
5961,85.36407
5962,48.901085
5963,15.63529
5964,97.19071
5965,34.59878
5966,95.61143
5967,92.74731
5968,54.49102
5969,88.107315
5970,2.1414163
5971,78.3321
5972,27.813517
5973,58.124866
5974,80.17121
5975,47.27684
5976,6.259131
5977,33.527115
5978,39.63422
5979,81.09728
5980,19.503595
5981,91.19572
5982,7.967645
5983,41.628452
5984,0.33150092
5985,9.757673
5986,85.126945
5987,30.30876
5988,28.853216
5989,95.72913
5990,13.631256
5991,4.4131656
5992,30.999899
5993,71.6958
5994,98.15879
5995,99.01237
5996,53.619648
5997,80.1039
5998,52.626266
5999,25.682966
6000,17.705305
6001,13.302192
6002,19.563324
6003,22.657505
6004,26.570677
6005,38.471966
6006,50.946514
6007,49.423546
6008,58.076576
6009,20.290783
6010,88.197365
6011,14.990955
6012,11.14269
6013,50.501347
6014,21.974428
6015,5.38549
6016,34.62058
6017,46.6369
6018,72.99593
6019,34.88381
6020,36.3359
6021,1.8583331
6022,9.473908
6023,87.07141
6024,44.80571
6025,21.746744
6026,73.36966
6027,67.69544
6028,38.361095
6029,27.371283
6030,99.13139
6031,76.438866
6032,14.311547
6033,70.09467
6034,59.40039
6035,76.360405
6036,92.71455
6037,77.90888
6038,31.623999
6039,65.42649
6040,99.97236
6041,24.980032
6042,35.886593
6043,48.8416
6044,55.83356
6045,83.42343
6046,24.512753
6047,75.87082
6048,37.703613
6049,18.269894
6050,61.66265
6051,73.26885
6052,51.48589
6053,66.42035
6054,75.8687
6055,83.20795
6056,94.905235
6057,69.20845
6058,57.981544
6059,86.962776
6060,5.6538796
6061,74.52014
6062,89.66459
6063,14.980241
6064,31.456573
6065,74.25072
6066,41.2279
6067,39.361332
6068,90.86091
6069,56.5572
6070,14.323822
6071,9.8365135
6072,23.51353
6073,85.682724
6074,54.080612
6075,15.385504
6076,41.78401
6077,24.112843
6078,15.4971895
6079,80.0137
6080,59.07789
6081,15.01863
6082,77.35838
6083,88.175995
6084,97.46712
6085,17.034502
6086,2.4754403
6087,59.438717
6088,52.109066
6089,54.511555
6090,16.217377
6091,87.53575
6092,76.8391
6093,37.520836
6094,90.20741
6095,93.9673
6096,41.6947
6097,23.14868
6098,82.09753
6099,86.43059
6100,75.56567
6101,37.56729
6102,16.085598
6103,25.714016
6104,19.201939
6105,73.67594
6106,83.02314
6107,82.73326
6108,86.85158
6109,58.91996
6110,62.548023
6111,56.699623
6112,71.25334
6113,28.039642
6114,98.97532
6115,22.33501
6116,8.898656
6117,39.10983
6118,7.112093
6119,93.81744
6120,72.28658
6121,7.0645685
6122,89.954926
6123,38.928356
6124,30.292494
6125,3.7935386
6126,80.198586
6127,70.46405
6128,82.51293
6129,99.57215
6130,21.956877
6131,59.5334
6132,17.561611
6133,97.098755
6134,28.909147
6135,14.027962
6136,52.266014
6137,69.99019
6138,49.65819
6139,71.61449
6140,62.742683
6141,66.11626
6142,7.4721375
6143,72.56917
6144,49.678062
6145,20.610193
6146,28.210533
6147,14.346669
6148,95.88946
6149,76.700264
6150,1.090444
6151,21.790827
6152,31.92154
6153,52.232082
6154,79.25271
6155,71.581665
6156,84.8784
6157,96.50551
6158,90.407906
6159,78.74767
6160,82.614494
6161,48.424046
6162,48.893703
6163,26.441391
6164,45.065304
6165,49.639713
6166,51.104824
6167,56.23951
6168,72.43648
6169,15.575472
6170,71.76409
6171,84.81038
6172,36.6039
6173,53.622326
6174,57.92503
6175,49.659534
6176,30.792753
6177,83.84627
6178,80.948166
6179,72.82075
6180,9.312492
6181,66.68261
6182,47.277485
6183,73.26466
6184,33.99331
6185,61.745567
6186,26.819172
6187,94.04103
6188,18.922264
6189,63.956966
6190,3.316867
6191,28.03701
6192,81.46647
6193,19.144028
6194,97.02744
6195,54.231102
6196,80.34005
6197,76.7441
6198,37.953182
6199,17.613026
6200,63.424347
6201,16.531017
6202,72.95385
6203,80.61258
6204,17.129862
6205,80.97397
6206,35.40085
6207,99.61002
6208,53.900925
6209,85.60811
6210,29.045576
6211,7.0248647
6212,21.308802
6213,97.70343
6214,33.63785
6215,90.757355
6216,85.10596
6217,23.952917
6218,3.3169405
6219,62.581413
6220,85.94156
6221,47.008205
6222,48.882652
6223,25.965208
6224,24.132122
6225,81.050964
6226,58.523773
6227,86.88608
6228,15.467775
6229,21.998667
6230,83.60349
6231,81.2604
6232,44.801907
6233,89.12688
6234,50.740276
6235,52.768185
6236,90.72158
6237,7.3481236
6238,36.694904
6239,2.8349295
6240,73.453156
6241,18.832
6242,12.148253
6243,33.21659
6244,36.55518
6245,92.63099
6246,59.944527
6247,6.7991567
6248,49.909832
6249,76.14782
6250,3.204691
6251,76.52106
6252,45.93466
6253,83.26355
6254,67.15324
6255,68.80153
6256,28.466991
6257,37.262684
6258,61.92809
6259,4.406653
6260,85.90313
6261,70.07955
6262,68.078316
6263,32.47623
6264,68.39943
6265,65.523994
6266,96.00492
6267,73.45199
6268,19.3388
6269,11.64412
6270,68.43925
6271,92.65566
6272,21.068825
6273,14.16481
6274,37.314342
6275,73.00128
6276,17.826178
6277,56.513374
6278,62.09426
6279,84.42736
6280,16.43429
6281,1.7618254
6282,50.619816
6283,2.6814427
6284,66.05518
6285,58.00817
6286,40.998547
6287,17.654507
6288,88.14922
6289,55.13582
6290,21.083138
6291,35.291176
6292,8.062861
6293,3.6892643
6294,89.90708
6295,95.603966
6296,30.367136
6297,71.80674
6298,16.582092
6299,82.772675
6300,45.75599
6301,3.7936904
6302,3.1726747
6303,39.418125
6304,90.412056
6305,6.6799655
6306,10.576354
6307,3.249029
6308,10.957863
6309,65.65897
6310,18.227858
6311,61.49085
6312,82.23821
6313,60.15378
6314,34.66014
6315,48.760307
6316,92.230515
6317,38.062084
6318,0.23933874
6319,98.23079
6320,12.538948
6321,37.137142
6322,91.31664
6323,34.233498
6324,81.97703
6325,92.61519
6326,98.87723
6327,71.7708
6328,32.493225
6329,74.63893
6330,37.765884
6331,95.949455
6332,38.41156
6333,13.811561
6334,44.121304
6335,65.650734
6336,94.689384
6337,80.469
6338,56.645977
6339,12.811853
6340,43.570133
6341,91.84714
6342,79.19116
6343,5.317747
6344,47.277527
6345,82.98588
6346,98.44457
6347,20.933313
6348,31.375378
6349,88.60251
6350,35.930065
6351,98.890045
6352,37.076263
6353,85.129776
6354,76.33516
6355,84.56032
6356,79.87507
6357,64.15313
6358,88.20765
6359,46.71237
6360,56.42248
6361,54.137245
6362,1.8550876
6363,23.491062
6364,37.02487
6365,74.40629
6366,16.084688
6367,53.726406
6368,5.0556693
6369,76.78943
6370,14.655883
6371,48.680645
6372,13.379498
6373,56.34481
6374,3.1834626
6375,88.46684
6376,46.62304
6377,1.8905239
6378,9.797264
6379,47.88776
6380,98.84468
6381,65.93486
6382,8.92024
6383,72.306694
6384,66.00089
6385,65.60951
6386,18.82944
6387,4.470683
6388,73.50877
6389,16.525919
6390,70.65709
6391,54.68628
6392,8.194586
6393,45.58288
6394,40.550583
6395,89.352615
6396,40.598156
6397,57.03465
6398,19.82263
6399,24.093863
6400,24.496016
6401,28.54686
6402,90.46017
6403,39.449898
6404,25.745192
6405,28.613937
6406,89.80091
6407,92.38556
6408,20.358282
6409,71.75164
6410,10.88181
6411,83.85362
6412,38.0046
6413,91.834045
6414,29.857275
6415,50.751984
6416,34.792828
6417,16.314062
6418,80.945244
6419,94.200294
6420,71.44226
6421,83.07012
6422,61.62282
6423,21.804333
6424,53.064228
6425,61.438885
6426,2.3012102
6427,8.708166
6428,59.316727
6429,69.89261
6430,6.257963
6431,27.6107
6432,37.775383
6433,42.36629
6434,84.839874
6435,55.78932
6436,41.4554
6437,3.8448074
6438,50.37695
6439,38.573326
6440,13.0262375
6441,40.845028
6442,73.487236
6443,16.116856
6444,98.669304
6445,39.581146
6446,86.9175
6447,30.852785
6448,86.113
6449,36.293045
6450,53.7135
6451,8.727514
6452,12.335328
6453,34.60916
6454,27.734241
6455,72.148964
6456,10.56922
6457,90.15489
6458,68.21193
6459,29.09782
6460,52.808025
6461,47.635044
6462,15.750169
6463,98.73405
6464,91.984535
6465,22.837473
6466,17.615229
6467,64.61658
6468,72.48952
6469,60.471634
6470,48.237335
6471,66.91989
6472,9.905032
6473,92.03595
6474,42.14648
6475,24.179026
6476,58.74764
6477,42.912716
6478,41.786648
6479,94.936714
6480,96.0048
6481,81.57868
6482,74.37933
6483,6.1623735
6484,0.77631253
6485,34.18494
6486,88.932625
6487,62.67262
6488,59.407867
6489,38.214176
6490,63.517975
6491,67.7972
6492,29.559309
6493,59.32685
6494,90.16621
6495,82.09369
6496,88.330635
6497,49.82628
6498,93.71647
6499,39.353382
6500,23.393845
6501,98.46808
6502,84.76427
6503,61.66245
6504,1.9562186
6505,82.540184
6506,66.1863
6507,6.50385
6508,72.32849
6509,20.166393
6510,70.72255
6511,46.39747
6512,62.98589
6513,6.0555086
6514,85.57024
6515,54.330616
6516,33.459347
6517,73.809
6518,32.61518
6519,86.53043
6520,2.9440205
6521,78.219505
6522,84.66004
6523,45.620975
6524,39.28539
6525,88.11219
6526,6.124057
6527,30.834106
6528,11.516777
6529,84.86326
6530,97.09314
6531,1.2840348
6532,16.223024
6533,73.471054
6534,35.256485
6535,34.34782
6536,6.0990386
6537,51.072636
6538,26.421482
6539,83.6967
6540,77.69168
6541,41.374397
6542,38.296906
6543,57.86774
6544,11.811212
6545,71.24662
6546,4.5795836
6547,53.30329
6548,69.59957
6549,26.620026
6550,19.892889
6551,44.529034
6552,64.61404
6553,13.8517885
6554,7.8951755
6555,81.47554
6556,7.897158
6557,67.55981
6558,11.213661
6559,90.91563
6560,78.89415
6561,63.502007
6562,21.850416
6563,92.85231
6564,84.9353
6565,24.06879
6566,74.532135
6567,51.95688
6568,66.179924
6569,75.29942
6570,55.442165
6571,24.791588
6572,29.339808
6573,81.70707
6574,41.671013
6575,26.872896
6576,91.93995
6577,62.241108
6578,51.48559
6579,72.58678
6580,5.8297534
6581,93.24593
6582,46.838074
6583,90.94696
6584,10.806721
6585,62.747524
6586,87.41364
6587,24.525888
6588,88.744
6589,69.77338
6590,25.300533
6591,47.83672
6592,11.283379
6593,28.588873
6594,88.53803
6595,72.98283
6596,69.73333
6597,15.740166
6598,70.41995
6599,82.60607
6600,30.592987
6601,5.754539
6602,61.977665
6603,64.54273
6604,33.987316
6605,60.005714
6606,20.533
6607,85.26239
6608,81.37596
6609,2.83237
6610,10.228069
6611,19.547588
6612,84.17067
6613,23.267466
6614,96.40105
6615,19.531784
6616,36.885155
6617,99.31859
6618,20.436663
6619,78.19526
6620,31.285759
6621,34.38693
6622,96.2611
6623,20.883585
6624,9.496116
6625,71.20072
6626,21.718185
6627,98.60834
6628,61.280003
6629,16.413345
6630,41.94172
6631,30.623919
6632,52.196606
6633,41.224808
6634,72.09749
6635,33.050404
6636,22.601812
6637,10.97018
6638,54.00778
6639,93.52368
6640,67.568535
6641,78.059006
6642,61.948936
6643,30.683273
6644,54.76393
6645,11.324069
6646,66.16589
6647,23.384527
6648,4.353967
6649,94.05271
6650,65.280495
6651,13.662384
6652,67.623856
6653,39.254143
6654,23.333294
6655,40.094463
6656,61.02852
6657,65.82938
6658,65.53829
6659,33.469395
6660,29.332458
6661,2.5332024
6662,10.269081
6663,87.94576
6664,28.033537
6665,27.49375
6666,93.27046
6667,89.89626
6668,28.33586
6669,89.67996
6670,77.754684
6671,91.388725
6672,16.233013
6673,57.479225
6674,6.9118695
6675,99.75519
6676,37.15894
6677,17.364035
6678,13.493338
6679,98.296906
6680,61.794086
6681,83.2509
6682,58.129333
6683,64.91589
6684,37.681393
6685,93.79333
6686,55.866817
6687,33.79443
6688,45.760212
6689,85.23902
6690,81.31485
6691,85.67154
6692,53.547794
6693,2.4896605
6694,18.845644
6695,87.32712
6696,84.55283
6697,3.7450943
6698,56.08829
6699,36.508335
6700,4.783788
6701,83.106316
6702,74.77731
6703,44.863316
6704,78.5491
6705,60.021355
6706,2.518949
6707,42.433563
6708,63.186703
6709,3.857789
6710,65.855415
6711,96.92576
6712,17.108866
6713,46.005352
6714,59.69699
6715,60.67083
6716,84.50004
6717,43.508476
6718,80.47709
6719,28.657501
6720,10.294448
6721,45.72601
6722,97.493805
6723,44.734283
6724,14.47736
6725,51.55399
6726,50.60429
6727,1.4071907
6728,22.547956
6729,63.52452
6730,48.27854
6731,46.473793
6732,34.216007
6733,90.79169
6734,32.56431
6735,5.229112
6736,26.848923
6737,43.098946
6738,62.558628
6739,17.343576
6740,2.2454948
6741,92.887085
6742,28.18299
6743,21.761658
6744,55.81707
6745,78.20355
6746,40.35171
6747,32.292046
6748,42.19631
6749,45.0295
6750,10.35528
6751,75.33362
6752,88.06583
6753,14.638558
6754,79.46773
6755,41.377625
6756,13.3541
6757,68.216194
6758,97.31604
6759,64.40351
6760,19.263193
6761,71.809425
6762,6.947276
6763,30.089903
6764,4.658728
6765,17.888391
6766,81.2221
6767,3.782387
6768,60.825314
6769,38.479015
6770,24.277807
6771,36.8103
6772,19.063543
6773,62.15211
6774,60.92445
6775,75.67198
6776,26.980589
6777,13.26233
6778,12.1525135
6779,39.33045
6780,64.39681
6781,99.346146
6782,80.56675
6783,63.59694
6784,30.402039
6785,25.32345
6786,20.560896
6787,80.75614
6788,39.91254
6789,65.56784
6790,34.48654
6791,17.976475
6792,90.782166
6793,24.909016
6794,75.82795
6795,68.29342
6796,75.98142
6797,34.996433
6798,6.3892403
6799,14.701276
6800,6.797621
6801,32.694824
6802,97.65617
6803,12.2144575
6804,41.262627
6805,71.61001
6806,71.747734
6807,89.501595
6808,21.283806
6809,83.16396
6810,34.35262
6811,61.312897
6812,42.51746
6813,36.23466
6814,61.70516
6815,5.2037926
6816,90.68508
6817,25.288113
6818,97.69734
6819,46.22719
6820,55.904736
6821,49.207436
6822,2.2958434
6823,59.81875
6824,26.794117
6825,14.59001
6826,34.369343
6827,90.338745
6828,21.313868
6829,71.88902
6830,35.956593
6831,95.2972
6832,50.757957
6833,57.59584
6834,3.8024008
6835,46.493988
6836,24.435669
6837,20.944618
6838,81.29254
6839,63.606533
6840,59.791668
6841,61.02715
6842,65.11382
6843,98.146576
6844,70.06964
6845,73.42979
6846,69.64515
6847,71.163124
6848,72.27879
6849,76.104805
6850,95.326225
6851,82.34507
6852,36.696922
6853,40.601345
6854,85.07475
6855,16.401787
6856,98.56779
6857,88.19086
6858,7.6717196
6859,10.23326
6860,22.971653
6861,74.13851
6862,29.455994
6863,98.78422
6864,13.117952
6865,78.53504
6866,27.05021
6867,76.93503
6868,39.657593
6869,52.927414
6870,63.337303
6871,54.73297
6872,43.982616
6873,71.409096
6874,12.154949
6875,57.248005
6876,72.067955
6877,80.70772
6878,79.57536
6879,61.624508
6880,44.919956
6881,38.63143
6882,73.53242
6883,9.442356
6884,53.943207
6885,47.405064
6886,12.278836
6887,38.903484
6888,99.720985
6889,92.626274
6890,46.65105
6891,55.94716
6892,71.393555
6893,86.773964
6894,75.62134
6895,46.393787
6896,35.100647
6897,63.691364
6898,24.037613
6899,16.497595
6900,45.140755
6901,33.54394
6902,16.820421
6903,14.685341
6904,94.49065
6905,28.79937
6906,17.551182
6907,49.41216
6908,0.28789565
6909,49.510643
6910,10.187264
6911,68.19423
6912,28.02943
6913,77.61186
6914,4.441389
6915,47.37082
6916,44.96634
6917,72.982796
6918,88.772446
6919,34.98203
6920,21.339457
6921,41.966328
6922,49.13136
6923,31.932585
6924,71.23528
6925,9.06293
6926,74.31779
6927,9.189691
6928,97.27582
6929,88.911385
6930,35.62471
6931,72.25076
6932,91.238716
6933,23.977825
6934,4.978293
6935,32.17698
6936,99.70433
6937,13.819821
6938,26.92054
6939,71.83635
6940,55.309494
6941,17.775568
6942,24.4633
6943,94.14217
6944,27.107563
6945,14.286959
6946,35.19695
6947,41.01244
6948,91.58333
6949,84.97885
6950,12.668316
6951,34.161743
6952,71.72747
6953,61.694042
6954,21.678114
6955,97.066154
6956,45.59793
6957,68.36175
6958,20.268145
6959,4.4990005
6960,2.84289
6961,49.708057
6962,46.670452
6963,38.06179
6964,71.211365
6965,62.109116
6966,50.86427
6967,43.469883
6968,83.840904
6969,32.401047
6970,69.24196
6971,86.31191
6972,59.80787
6973,82.68532
6974,72.458405
6975,25.74867
6976,10.714282
6977,48.60572
6978,25.114567
6979,43.406704
6980,65.595055
6981,15.251306
6982,55.25423
6983,51.549694
6984,69.546364
6985,82.780594
6986,36.410713
6987,73.72795
6988,5.877928
6989,92.875946
6990,24.229914
6991,44.945564
6992,92.378105
6993,52.884377
6994,43.168243
6995,8.648157
6996,36.80645
6997,77.55261
6998,33.477486
6999,68.26814
7000,92.351105
7001,31.421738
7002,89.53711
7003,67.899765
7004,49.1022
7005,50.926735
7006,22.765749
7007,38.533844
7008,34.408634
7009,95.508965
7010,88.43975
7011,94.904495
7012,27.290823
7013,55.15897
7014,72.5954
7015,3.7081513
7016,71.802635
7017,21.65633
7018,91.999405
7019,56.650425
7020,61.16734
7021,28.300142
7022,22.36848
7023,57.921345
7024,48.12454
7025,98.888275
7026,21.47355
7027,9.061595
7028,6.2967305
7029,95.57733
7030,7.8699465
7031,23.84834
7032,75.84808
7033,7.753856
7034,17.571163
7035,7.323714
7036,90.23799
7037,34.33667
7038,15.90611
7039,7.8076677
7040,93.098114
7041,45.320187
7042,96.246185
7043,12.981003
7044,90.75545
7045,0.75732005
7046,38.493423
7047,93.305885
7048,3.5190344
7049,2.36834
7050,95.98838
7051,89.739876
7052,91.265785
7053,69.78103
7054,86.417244
7055,95.21273
7056,97.669876
7057,22.232828
7058,51.661766
7059,88.238174
7060,78.10289
7061,89.88543
7062,25.449772
7063,0.01902993
7064,22.768127
7065,15.536365
7066,14.54495
7067,86.807915
7068,5.983034
7069,57.363358
7070,23.650429
